mx,my,desiredHeading, currentHeading, headingChange,,,,,,,,mx,my,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
1,34,0,1.64,-1.64,,,1.5,,-23,1.62406015037594,,,,
1,35,0,3.27,-3.27,,,2.5,,-23,2.70676691729323,,,,
1,37,0,8.13,-8.13,,,4.5,,-23,4.87218045112782,,,,
1,34,0,1.64,-1.64,,,1.5,,-23,1.62406015037594,,,,
0,36,0,6.17,-6.17,,,3.5,,-24,3.78947368421053,,,,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
2,33,0,358.32,1.68,,,0.5,,-22,0.541353383458647,,,,
0,33,0,358.45,1.55,,,0.5,,-24,0.541353383458647,,,,
1,33,0,358.36,1.64,,,0.5,,-23,0.541353383458647,,,,
0,32,0,356.91,3.09,,,-0.5,,-24,-0.541353383458647,,,,
0,34,0,1.55,-1.55,,,1.5,,-24,1.62406015037594,,,,
-2,33,0,358.57,1.43,,,0.5,,-26,0.541353383458647,,,,
1,32,0,356.73,3.27,,,-0.5,,-23,-0.541353383458647,,,,
-1,33,0,358.49,1.51,,,0.5,,-25,0.541353383458647,,,,
0,32,0,356.91,3.09,,,-0.5,,-24,-0.541353383458647,,,,
-2,31,0,354.29,5.71,,,-1.5,,-26,-1.62406015037594,,,,
-1,29,0,349.56,10.44,,,-3.5,,-25,-3.78947368421053,,,,
-2,32,0,357.14,2.86,,,-0.5,,-26,-0.541353383458647,,,,
-2,29,0,350.07,9.93,,,-3.5,,-26,-3.78947368421053,,,,
-3,28,0,348.96,11.04,,,-4.5,,-27,-4.87218045112782,,,,
-3,28,0,348.96,11.04,,,-4.5,,-27,-4.87218045112782,,,,
-2,26,0,344.62,15.38,,,-6.5,,-26,-7.03759398496241,,,,
-2,26,0,344.62,15.38,,,-6.5,,-26,-7.03759398496241,,,,
-1,24,0,339.78,20.22,,,-8.5,,-25,-9.20300751879699,,,,
-2,24,0,340.71,19.29,,,-8.5,,-26,-9.20300751879699,,,,
-3,23,0,338.68,21.32,,,-9.5,,-27,-10.2857142857143,,,,
-2,23,0,338.2,21.8,,,-9.5,,-26,-10.2857142857143,,,,
-5,21,0,336.64,23.36,,,-11.5,,-29,-12.4511278195489,,,,
-4,21,0,336.16,23.84,,,-11.5,,-28,-12.4511278195489,,,,
-3,19,0,331.78,28.22,,,-13.5,,-27,-14.6165413533835,,,,
-5,19,0,333.43,26.57,,,-13.5,,-29,-14.6165413533835,,,,
-3,19,0,331.78,28.22,,,-13.5,,-27,-14.6165413533835,,,,
-3,17,0,328.63,31.37,,,-15.5,,-27,-16.781954887218,,,,
-4,17,0,329.83,30.17,,,-15.5,,-28,-16.781954887218,,,,
-4,17,0,329.83,30.17,,,-15.5,,-28,-16.781954887218,,,,
-4,14,0,325.1,34.9,,,-18.5,,-28,-20.0300751879699,,,,
-2,16,0,325.98,34.02,,,-16.5,,-26,-17.8646616541353,,,,
-2,13,0,322.22,37.78,,,-19.5,,-26,-21.1127819548872,,,,
-2,15,0,325.01,34.99,,,-17.5,,-26,-18.9473684210526,,,,
-2,14,0,323.13,36.87,,,-18.5,,-26,-20.0300751879699,,,,
-3,15,0,325.67,34.33,,,-17.5,,-27,-18.9473684210526,,,,
-2,14,0,323.13,36.87,,,-18.5,,-26,-20.0300751879699,,,,
-3,12,0,321.17,38.83,,,-20.5,,-27,-22.1954887218045,,,,
-1,15,0,323.62,36.38,,,-17.5,,-25,-18.9473684210526,,,,
-2,14,0,323.13,36.87,,,-18.5,,-26,-20.0300751879699,,,,
-1,12,0,319.03,40.97,,,-20.5,,-25,-22.1954887218045,,,,
-2,11,0,319.64,40.36,,,-21.5,,-26,-23.2781954887218,,,,
-2,11,0,319.64,40.36,,,-21.5,,-26,-23.2781954887218,,,,
0,11,0,317.42,42.58,,,-21.5,,-24,-23.2781954887218,,,,
-1,9,0,315.76,44.24,,,-23.5,,-25,-25.4436090225564,,,,
-1,7,0,313.53,46.47,,,-25.5,,-25,-27.609022556391,,,,
0,9,0,315,45,,,-23.5,,-24,-25.4436090225564,,,,
1,7,0,311.19,48.81,,,-25.5,,-23,-27.609022556391,,,,
1,6,0,309.81,50.19,,,-26.5,,-23,-28.6917293233083,,,,
1,7,0,311.19,48.81,,,-25.5,,-23,-27.609022556391,,,,
0,6,0,311.38,48.62,,,-26.5,,-24,-28.6917293233083,,,,
3,6,0,307.3,52.7,,,-26.5,,-21,-28.6917293233083,,,,
3,5,0,306.66,53.34,,,-27.5,,-21,-29.7744360902256,,,,
3,6,0,307.3,52.7,,,-26.5,,-21,-28.6917293233083,,,,
2,4,0,307.07,52.93,,,-28.5,,-22,-30.8571428571429,,,,
5,3,0,302.23,57.77,,,-29.5,,-19,-31.9398496240602,,,,
6,4,0,301.89,58.11,,,-28.5,,-18,-30.8571428571429,,,,
7,3,0,299.48,60.52,,,-29.5,,-17,-31.9398496240602,,,,
7,2,0,298.44,61.56,,,-30.5,,-17,-33.0225563909774,,,,
7,0,0,297.01,62.99,,,-32.5,,-17,-35.187969924812,,,,
10,1,0,294.18,65.82,,,-31.5,,-14,-34.1052631578947,,,,
9,0,0,294.27,65.73,,,-32.5,,-15,-35.187969924812,,,,
11,-1,0,291.04,68.96,,,-33.5,,-13,-36.2706766917293,,,,
13,-2,0,287.47,72.53,,,-34.5,,-11,-37.3533834586466,,,,
12,0,0,290.43,69.57,,,-32.5,,-12,-35.187969924812,,,,
13,-1,0,288.1,71.9,,,-33.5,,-11,-36.2706766917293,,,,
16,-3,0,283.3,76.7,,,-35.5,,-8,-38.4360902255639,,,,
17,-2,0,281.51,78.49,,,-34.5,,-7,-37.3533834586466,,,,
18,-1,0,280.89,79.11,,,-33.5,,-6,-36.2706766917293,,,,
19,-2,0,278.43,81.57,,,-34.5,,-5,-37.3533834586466,,,,
21,-1,0,275.49,84.51,,,-33.5,,-3,-36.2706766917293,,,,
22,-3,0,274.16,85.84,,,-35.5,,-2,-38.4360902255639,,,,
25,-3,0,268.96,91.04,,,-35.5,,1,-38.4360902255639,,,,
25,-1,0,268.9,91.1,,,-33.5,,1,-36.2706766917293,,,,
28,-2,0,264.71,95.29,,,-34.5,,4,-37.3533834586466,,,,
29,-2,0,262.61,97.39,,,-34.5,,5,-37.3533834586466,,,,
31,-1,0,259.11,100.89,,,-33.5,,7,-36.2706766917293,,,,
34,0,0,254.65,105.35,,,-32.5,,10,-35.187969924812,,,,
35,4,0,250.43,109.57,,,-28.5,,11,-30.8571428571429,,,,
37,4,0,247.11,112.89,,,-28.5,,13,-30.8571428571429,,,,
38,5,0,245.06,114.94,,,-27.5,,14,-29.7744360902256,,,,
40,5,0,241.86,118.14,,,-27.5,,16,-29.7744360902256,,,,
40,4,0,242.93,117.07,,,-28.5,,16,-30.8571428571429,,,,
41,7,0,237.99,122.01,,,-25.5,,17,-27.609022556391,,,,
42,8,0,236.31,123.69,,,-24.5,,18,-26.5263157894737,,,,
41,10,0,235.22,124.78,,,-22.5,,17,-24.3609022556391,,,,
44,10,0,231.15,128.85,,,-22.5,,20,-24.3609022556391,,,,
43,11,0,230.53,129.47,,,-21.5,,19,-23.2781954887218,,,,
46,11,0,226.74,133.26,,,-21.5,,22,-23.2781954887218,,,,
45,12,0,226.79,133.21,,,-20.5,,21,-22.1954887218045,,,,
44,13,0,226.91,133.09,,,-19.5,,20,-21.1127819548872,,,,
47,14,0,221.42,138.58,,,-18.5,,23,-20.0300751879699,,,,
45,14,0,224.06,135.94,,,-18.5,,21,-20.0300751879699,,,,
47,15,0,219.47,140.53,,,-17.5,,23,-18.9473684210526,,,,
46,14,0,223.15,136.85,,,-18.5,,22,-20.0300751879699,,,,
47,15,0,219.47,140.53,,,-17.5,,23,-18.9473684210526,,,,
45,18,0,217.75,142.25,,,-14.5,,21,-15.6992481203008,,,,
44,18,0,219.61,140.39,,,-14.5,,20,-15.6992481203008,,,,
46,17,0,218,142,,,-15.5,,22,-16.781954887218,,,,
46,19,0,214.51,145.49,,,-13.5,,22,-14.6165413533835,,,,
47,20,0,210.47,149.53,,,-12.5,,23,-13.5338345864662,,,,
47,20,0,210.47,149.53,,,-12.5,,23,-13.5338345864662,,,,
46,21,0,210.7,149.3,,,-11.5,,22,-12.4511278195489,,,,
46,23,0,206.57,153.43,,,-9.5,,22,-10.2857142857143,,,,
43,23,0,209.74,150.26,,,-9.5,,19,-10.2857142857143,,,,
45,23,0,207.3,152.7,,,-9.5,,21,-10.2857142857143,,,,
47,25,0,200.92,159.08,,,-7.5,,23,-8.1203007518797,,,,
45,23,0,207.3,152.7,,,-9.5,,21,-10.2857142857143,,,,
48,26,0,197.45,162.55,,,-6.5,,24,-7.03759398496241,,,,
47,25,0,200.92,159.08,,,-7.5,,23,-8.1203007518797,,,,
47,27,0,196.39,163.61,,,-5.5,,23,-5.95488721804511,,,,
47,26,0,197.93,162.07,,,-6.5,,23,-7.03759398496241,,,,
45,26,0,199.54,160.46,,,-6.5,,21,-7.03759398496241,,,,
49,26,0,196.56,163.44,,,-6.5,,25,-7.03759398496241,,,,
48,25,0,200.38,159.62,,,-7.5,,24,-8.1203007518797,,,,
47,26,0,197.93,162.07,,,-6.5,,23,-7.03759398496241,,,,
47,27,0,196.39,163.61,,,-5.5,,23,-5.95488721804511,,,,
47,28,0,193.24,166.76,,,-4.5,,23,-4.87218045112782,,,,
47,28,0,193.24,166.76,,,-4.5,,23,-4.87218045112782,,,,
47,27,0,196.39,163.61,,,-5.5,,23,-5.95488721804511,,,,
47,29,0,191.63,168.37,,,-3.5,,23,-3.78947368421053,,,,
46,29,0,192.34,167.66,,,-3.5,,22,-3.78947368421053,,,,
47,30,0,188.37,171.63,,,-2.5,,23,-2.70676691729323,,,,
48,28,0,192.88,167.13,,,-4.5,,24,-4.87218045112782,,,,
45,28,0,194.47,165.53,,,-4.5,,21,-4.87218045112782,,,,
47,30,0,188.37,171.63,,,-2.5,,23,-2.70676691729323,,,,
46,29,0,192.34,167.66,,,-3.5,,22,-3.78947368421053,,,,
47,29,0,191.63,168.37,,,-3.5,,23,-3.78947368421053,,,,
47,30,0,188.37,171.63,,,-2.5,,23,-2.70676691729323,,,,
46,29,0,192.34,167.66,,,-3.5,,22,-3.78947368421053,,,,
45,30,0,189.16,170.84,,,-2.5,,21,-2.70676691729323,,,,
44,31,0,187.85,172.15,,,-1.5,,20,-1.62406015037594,,,,
46,31,0,187.13,172.87,,,-1.5,,22,-1.62406015037594,,,,
46,30,0,188.88,171.12,,,-2.5,,22,-2.70676691729323,,,,
44,33,0,181.97,178.03,,,0.5,,20,0.541353383458647,,,,
44,33,0,181.97,178.03,,,0.5,,20,0.541353383458647,,,,
44,32,0,183.95,176.05,,,-0.5,,20,-0.541353383458647,,,,
43,33,0,182.05,177.95,,,0.5,,19,0.541353383458647,,,,
44,34,0,178.03,-178.03,,,1.5,,20,1.62406015037594,,,,
41,33,0,182.29,177.71,,,0.5,,17,0.541353383458647,,,,
42,37,0,169.11,-169.11,,,4.5,,18,4.87218045112782,,,,
41,36,0,170.91,-170.91,,,3.5,,17,3.78947368421053,,,,
39,37,0,167.2,-167.2,,,4.5,,15,4.87218045112782,,,,
41,36,0,170.91,-170.91,,,3.5,,17,3.78947368421053,,,,
42,38,0,164.93,-164.93,,,5.5,,18,5.95488721804511,,,,
40,37,0,167.74,-167.74,,,4.5,,16,4.87218045112782,,,,
37,38,0,159.78,-159.78,,,5.5,,13,5.95488721804511,,,,
38,39,0,158.2,-158.2,,,6.5,,14,7.03759398496241,,,,
38,38,0,160.71,-160.71,,,5.5,,14,5.95488721804511,,,,
39,42,0,149.42,-149.42,,,9.5,,15,10.2857142857143,,,,
37,42,0,145.62,-145.62,,,9.5,,13,10.2857142857143,,,,
36,44,0,136.74,-136.74,,,11.5,,12,12.4511278195489,,,,
35,41,0,145.49,-145.49,,,8.5,,11,9.20300751879699,,,,
34,41,0,141.84,-141.84,,,8.5,,10,9.20300751879699,,,,
34,42,0,137.12,-137.12,,,9.5,,10,10.2857142857143,,,,
31,44,0,122.01,-122.01,,,11.5,,7,12.4511278195489,,,,
32,45,0,122.91,-122.91,,,12.5,,8,13.5338345864662,,,,
29,44,0,113.63,-113.63,,,11.5,,5,12.4511278195489,,,,
29,44,0,113.63,-113.63,,,11.5,,5,12.4511278195489,,,,
30,45,0,115.2,-115.2,,,12.5,,6,13.5338345864662,,,,
28,45,0,106.39,-106.39,,,12.5,,4,13.5338345864662,,,,
26,45,0,96.71,-96.71,,,12.5,,2,13.5338345864662,,,,
28,45,0,106.39,-106.39,,,12.5,,4,13.5338345864662,,,,
27,44,0,104.04,-104.04,,,11.5,,3,12.4511278195489,,,,
26,45,0,96.71,-96.71,,,12.5,,2,13.5338345864662,,,,
24,45,0,86.63,-86.63,,,12.5,,0,13.5338345864662,,,,
24,45,0,86.63,-86.63,,,12.5,,0,13.5338345864662,,,,
24,46,0,86.99,-86.99,,,13.5,,0,14.6165413533835,,,,
22,46,0,78.11,-78.11,,,13.5,,-2,14.6165413533835,,,,
21,44,0,72.65,-72.65,,,11.5,,-3,12.4511278195489,,,,
23,43,0,81.87,-81.87,,,10.5,,-1,11.3684210526316,,,,
20,45,0,67.62,-67.62,,,12.5,,-4,13.5338345864662,,,,
21,44,0,72.65,-72.65,,,11.5,,-3,12.4511278195489,,,,
19,44,0,63.43,-63.43,,,11.5,,-5,12.4511278195489,,,,
20,43,0,63.43,-63.43,,,10.5,,-4,11.3684210526316,,,,
17,45,0,57.09,-57.09,,,12.5,,-7,13.5338345864662,,,,
17,45,0,57.09,-57.09,,,12.5,,-7,13.5338345864662,,,,
18,45,0,59.53,-59.53,,,12.5,,-6,13.5338345864662,,,,
17,44,0,55.49,-55.49,,,11.5,,-7,12.4511278195489,,,,
17,43,0,51.84,-51.84,,,10.5,,-7,11.3684210526316,,,,
16,44,0,50.91,-50.91,,,11.5,,-8,12.4511278195489,,,,
16,45,0,52.59,-52.59,,,12.5,,-8,13.5338345864662,,,,
15,44,0,48.81,-48.81,,,11.5,,-9,12.4511278195489,,,,
15,46,0,53.62,-53.62,,,13.5,,-9,14.6165413533835,,,,
15,45,0,50.53,-50.53,,,12.5,,-9,13.5338345864662,,,,
16,44,0,50.91,-50.91,,,11.5,,-8,12.4511278195489,,,,
14,42,0,39.09,-39.09,,,9.5,,-10,10.2857142857143,,,,
14,45,0,46.74,-46.74,,,12.5,,-10,13.5338345864662,,,,
13,43,0,39.47,-39.47,,,10.5,,-11,11.3684210526316,,,,
15,43,0,45,-45,,,10.5,,-9,11.3684210526316,,,,
12,42,0,34.38,-34.38,,,9.5,,-12,10.2857142857143,,,,
11,44,0,38.66,-38.66,,,11.5,,-13,12.4511278195489,,,,
12,42,0,34.38,-34.38,,,9.5,,-12,10.2857142857143,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
11,43,0,34.99,-34.99,,,10.5,,-13,11.3684210526316,,,,
10,44,0,36.03,-36.03,,,11.5,,-14,12.4511278195489,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
11,41,0,28.81,-28.81,,,8.5,,-13,9.20300751879699,,,,
10,39,0,19.98,-19.98,,,6.5,,-14,7.03759398496241,,,,
8,39,0,17.74,-17.74,,,6.5,,-16,7.03759398496241,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
7,39,0,17.1,-17.1,,,6.5,,-17,7.03759398496241,,,,
5,40,0,19.03,-19.03,,,7.5,,-19,8.1203007518797,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
3,39,0,14.04,-14.04,,,6.5,,-21,7.03759398496241,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
5,37,0,9.78,-9.78,,,4.5,,-19,4.87218045112782,,,,
7,39,0,17.1,-17.1,,,6.5,,-17,7.03759398496241,,,,
3,41,0,18.97,-18.97,,,8.5,,-21,9.20300751879699,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
6,38,0,14.04,-14.04,,,5.5,,-18,5.95488721804511,,,,
6,38,0,14.04,-14.04,,,5.5,,-18,5.95488721804511,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
5,36,0,7.85,-7.85,,,3.5,,-19,3.78947368421053,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
6,38,0,14.04,-14.04,,,5.5,,-18,5.95488721804511,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
6,38,0,14.04,-14.04,,,5.5,,-18,5.95488721804511,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
4,36,0,7.35,-7.35,,,3.5,,-20,3.78947368421053,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
2,42,0,20.92,-20.92,,,9.5,,-22,10.2857142857143,,,,
3,39,0,14.04,-14.04,,,6.5,,-21,7.03759398496241,,,,
4,39,0,14.47,-14.47,,,6.5,,-20,7.03759398496241,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
4,39,0,14.47,-14.47,,,6.5,,-20,7.03759398496241,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
4,39,0,14.47,-14.47,,,6.5,,-20,7.03759398496241,,,,
5,41,0,20.77,-20.77,,,8.5,,-19,9.20300751879699,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
7,39,0,17.1,-17.1,,,6.5,,-17,7.03759398496241,,,,
12,41,0,30.07,-30.07,,,8.5,,-12,9.20300751879699,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
12,42,0,34.38,-34.38,,,9.5,,-12,10.2857142857143,,,,
11,45,0,40.36,-40.36,,,12.5,,-13,13.5338345864662,,,,
13,43,0,39.47,-39.47,,,10.5,,-11,11.3684210526316,,,,
15,43,0,45,-45,,,10.5,,-9,11.3684210526316,,,,
14,42,0,39.09,-39.09,,,9.5,,-10,10.2857142857143,,,,
16,45,0,52.59,-52.59,,,12.5,,-8,13.5338345864662,,,,
17,47,0,62.35,-62.35,,,14.5,,-7,15.6992481203008,,,,
17,43,0,51.84,-51.84,,,10.5,,-7,11.3684210526316,,,,
21,43,0,70.35,-70.35,,,10.5,,-3,11.3684210526316,,,,
22,45,0,76.76,-76.76,,,12.5,,-2,13.5338345864662,,,,
24,46,0,86.99,-86.99,,,13.5,,0,14.6165413533835,,,,
24,46,0,86.99,-86.99,,,13.5,,0,14.6165413533835,,,,
27,44,0,104.04,-104.04,,,11.5,,3,12.4511278195489,,,,
27,42,0,107.1,-107.1,,,9.5,,3,10.2857142857143,,,,
27,44,0,104.04,-104.04,,,11.5,,3,12.4511278195489,,,,
29,43,0,116.57,-116.57,,,10.5,,5,11.3684210526316,,,,
32,42,0,130.24,-130.24,,,9.5,,8,10.2857142857143,,,,
32,42,0,130.24,-130.24,,,9.5,,8,10.2857142857143,,,,
35,42,0,140.91,-140.91,,,9.5,,11,10.2857142857143,,,,
37,43,0,143.62,-143.62,,,10.5,,13,11.3684210526316,,,,
38,41,0,151.19,-151.19,,,8.5,,14,9.20300751879699,,,,
38,40,0,153.43,-153.43,,,7.5,,14,8.1203007518797,,,,
38,39,0,158.2,-158.2,,,6.5,,14,7.03759398496241,,,,
42,36,0,171.25,-171.25,,,3.5,,18,3.78947368421053,,,,
43,36,0,171.87,-171.87,,,3.5,,19,3.78947368421053,,,,
42,35,0,175.6,-175.6,,,2.5,,18,2.70676691729323,,,,
44,34,0,178.03,-178.03,,,1.5,,20,1.62406015037594,,,,
44,31,0,187.85,172.15,,,-1.5,,20,-1.62406015037594,,,,
45,29,0,192.72,167.28,,,-3.5,,21,-3.78947368421053,,,,
45,28,0,194.47,165.53,,,-4.5,,21,-4.87218045112782,,,,
46,26,0,198.97,161.03,,,-6.5,,22,-7.03759398496241,,,,
45,24,0,204.3,155.7,,,-8.5,,21,-9.20300751879699,,,,
48,23,0,204.57,155.43,,,-9.5,,24,-10.2857142857143,,,,
47,20,0,210.47,149.53,,,-12.5,,23,-13.5338345864662,,,,
45,18,0,217.75,142.25,,,-14.5,,21,-15.6992481203008,,,,
44,15,0,223.99,136.01,,,-17.5,,20,-18.9473684210526,,,,
44,13,0,226.91,133.09,,,-19.5,,20,-21.1127819548872,,,,
43,11,0,230.53,129.47,,,-21.5,,19,-23.2781954887218,,,,
42,8,0,236.31,123.69,,,-24.5,,18,-26.5263157894737,,,,
41,8,0,237.34,122.66,,,-24.5,,17,-26.5263157894737,,,,
40,5,0,241.86,118.14,,,-27.5,,16,-29.7744360902256,,,,
36,3,0,249.72,110.28,,,-29.5,,12,-31.9398496240602,,,,
34,1,0,254.05,105.95,,,-31.5,,10,-34.1052631578947,,,,
33,0,0,255.7,104.3,,,-32.5,,9,-35.187969924812,,,,
32,-1,0,258.06,101.94,,,-33.5,,8,-36.2706766917293,,,,
29,-3,0,262.75,97.25,,,-35.5,,5,-38.4360902255639,,,,
25,-2,0,268.94,91.06,,,-34.5,,1,-37.3533834586466,,,,
22,-1,0,274.4,85.6,,,-33.5,,-2,-36.2706766917293,,,,
19,-2,0,278.43,81.57,,,-34.5,,-5,-37.3533834586466,,,,
18,-1,0,280.89,79.11,,,-33.5,,-6,-36.2706766917293,,,,
16,-2,0,283.54,76.46,,,-34.5,,-8,-37.3533834586466,,,,
12,-2,0,289.38,70.62,,,-34.5,,-12,-37.3533834586466,,,,
13,-1,0,288.1,71.9,,,-33.5,,-11,-36.2706766917293,,,,
11,0,0,291.41,68.59,,,-32.5,,-13,-35.187969924812,,,,
11,1,0,292.2,67.8,,,-31.5,,-13,-34.1052631578947,,,,
7,0,0,297.01,62.99,,,-32.5,,-17,-35.187969924812,,,,
6,2,0,300.26,59.74,,,-30.5,,-18,-33.0225563909774,,,,
4,2,0,302.86,57.14,,,-30.5,,-20,-33.0225563909774,,,,
3,6,0,307.3,52.7,,,-26.5,,-21,-28.6917293233083,,,,
1,5,0,309.14,50.86,,,-27.5,,-23,-29.7744360902256,,,,
0,6,0,311.38,48.62,,,-26.5,,-24,-28.6917293233083,,,,
0,9,0,315,45,,,-23.5,,-24,-25.4436090225564,,,,
-1,13,0,320.79,39.21,,,-19.5,,-25,-21.1127819548872,,,,
-3,12,0,321.17,38.83,,,-20.5,,-27,-22.1954887218045,,,,
-2,15,0,325.01,34.99,,,-17.5,,-26,-18.9473684210526,,,,
-3,17,0,328.63,31.37,,,-15.5,,-27,-16.781954887218,,,,
-3,19,0,331.78,28.22,,,-13.5,,-27,-14.6165413533835,,,,
-4,20,0,335.06,24.94,,,-12.5,,-28,-13.5338345864662,,,,
-4,22,0,338.43,21.57,,,-10.5,,-28,-11.3684210526316,,,,
-2,24,0,340.71,19.29,,,-8.5,,-26,-9.20300751879699,,,,
-3,25,0,342.41,17.59,,,-7.5,,-27,-8.1203007518797,,,,
-4,24,0,341.97,18.03,,,-8.5,,-28,-9.20300751879699,,,,
-2,27,0,345.96,14.04,,,-5.5,,-26,-5.95488721804511,,,,
-4,27,0,346.91,13.09,,,-5.5,,-28,-5.95488721804511,,,,
-2,30,0,352.88,7.13,,,-2.5,,-26,-2.70676691729323,,,,
-2,31,0,354.29,5.71,,,-1.5,,-26,-1.62406015037594,,,,
0,30,0,352.3,7.7,,,-2.5,,-24,-2.70676691729323,,,,
1,32,0,356.73,3.27,,,-0.5,,-23,-0.541353383458647,,,,
0,33,0,358.45,1.55,,,0.5,,-24,0.541353383458647,,,,
2,37,0,8.37,-8.37,,,4.5,,-22,4.87218045112782,,,,
1,36,0,6.52,-6.52,,,3.5,,-23,3.78947368421053,,,,
3,35,0,3.58,-3.58,,,2.5,,-21,2.70676691729323,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
4,39,0,14.47,-14.47,,,6.5,,-20,7.03759398496241,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
4,40,0,17.88,-17.88,,,7.5,,-20,8.1203007518797,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
5,40,0,19.03,-19.03,,,7.5,,-19,8.1203007518797,,,,
9,38,0,16.93,-16.93,,,5.5,,-15,5.95488721804511,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
10,39,0,19.98,-19.98,,,6.5,,-14,7.03759398496241,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
9,41,0,25.56,-25.56,,,8.5,,-15,9.20300751879699,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
11,43,0,34.99,-34.99,,,10.5,,-13,11.3684210526316,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
9,41,0,25.56,-25.56,,,8.5,,-15,9.20300751879699,,,,
9,40,0,23.5,-23.5,,,7.5,,-15,8.1203007518797,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
9,41,0,25.56,-25.56,,,8.5,,-15,9.20300751879699,,,,
6,42,0,24.9,-24.9,,,9.5,,-18,10.2857142857143,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
8,43,0,29.25,-29.25,,,10.5,,-16,11.3684210526316,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
9,40,0,23.5,-23.5,,,7.5,,-15,8.1203007518797,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
